Ngay,Thay doi,Mo cua,Cao nhat,Thap nhat,Dong cua,Trung binh,Dong cua DC,Khoi luong
15/02/2017,117.6470588,114.2,119,114.2,119,118.11,78.8,1.27
16/02/2017,119.047619,119,119,118,118,118.64,78.14,1.18
17/02/2017,119.047619,117.5,117.5,117.5,117.5,117.5,77.81,200
20/02/2017,117.5213675,122.4,125,122.4,123,123.58,81.45,1.23
21/02/2017,122.9508197,120,120,119,120,119.67,79.47,1.22
22/02/2017,120.4819277,119,119,118,119,119,78.8,101
23/02/2017,119.047619,116,119.9,116,117,116.67,77.48,120
24/02/2017,0.00 / 0.00%,117,118,117,117,117.2,77.48,3.78
27/02/2017,117.6470588,117,118,117,118,117.5,78.14,120
28/02/2017,118.1102362,115,115,115,115,115,76.15,3.5
1/3/2017,116.2790698,114.5,114.5,114.5,114.5,114.5,75.82,470
2/3/2017,114.9425287,114.5,115.5,114.5,115.5,114.85,76.49,1.01
3/3/2017,115.3846154,117.4,117.5,114.6,114.6,117.32,75.89,3.06
6/3/2017,114.2857143,116.5,116.5,115,115,115.51,76.15,2.45
7/3/2017,115.0895141,115,119.5,115,119.5,115.06,79.13,3.12
8/3/2017,119.3633952,119,119,115,115,115.79,76.15,570
9/3/2017,116.2790698,119.8,119.8,115.5,115.5,115.82,76.49,1.77
10/3/2017,114.9425287,116.5,116.5,116.5,116.5,116.5,77.15,610
13/03/2017,116.2790698,118,119,115.5,117,118.05,77.48,3.38
14/03/2017,117.6470588,116.3,119,116.3,118,118.56,78.14,1.94
15/03/2017,117.6470588,120,121,118,118.8,120.2,78.67,3.07
16/03/2017,118.8118812,120.9,120.9,119,120,119.29,79.47,3.11
17/03/2017,120.1923077,120,120,117.5,117.5,118.17,77.81,7.65
20/03/2017,117.4934726,120,122.8,120,122,122.16,80.79,13.45
21/03/2017,121.9512195,126.9,126.9,122,122.5,122.67,81.12,3.22
22/03/2017,122.5165563,122.5,122.5,115.1,115.1,117.12,76.22,26.29
23/03/2017,117.6470588,115.1,117.6,114.9,114.9,115.07,76.09,30.06
24/03/2017,114.8036254,115,118.9,115,118.7,115,78.61,1.2
27/03/2017,118.852459,117,117,111.9,115.8,112.66,76.68,67.7
28/03/2017,115.8536585,116.7,116.7,112,112,112.67,74.17,45.07
29/03/2017,111.969112,112,114.9,111.8,114.9,112.07,76.09,39.2
30/03/2017,114.8459384,114.7,120.5,114.7,119,117.46,78.8,14.89
31/03/2017,125,119,119.4,116,119.1,118.57,78.87,8.56
3/4/2017,119.5652174,119.1,119.1,115,118,116.52,78.14,13.56
4/4/2017,118.3431953,116.5,117,115,116,116.18,76.82,21.08
5/4/2017,116.2790698,116,117.4,113,117,113.38,77.48,15.92
7/4/2017,116.9590643,115,116.5,114,115,115.13,76.15,1.52
10/4/2017,115.1832461,115,117.2,113.8,117.2,114.6,77.61,5.89
11/4/2017,117.1171171,116,116.5,115,115.9,115.63,76.75,2.24
12/4/2017,115.3846154,114.9,115.9,114.9,115,115.02,76.15,5.06
13/04/2017,116.2790698,115,115.7,115,115.5,115,76.49,2.6
14/04/2017,114.2857143,114.3,115.5,114.2,115.1,115.29,76.22,4.71
17/04/2017,111.1111111,114.6,115,114,115,114.79,76.15,3.38
18/04/2017,116.2790698,114.1,114.5,113.8,114.5,113.96,75.82,4.44
19/04/2017,114.5833333,115,115.6,114.5,115.6,114.94,76.55,5.49
20/04/2017,115.942029,116,116.5,116,116.4,116.39,77.08,2.99
21/04/2017,111.1111111,116,116.9,116,116.5,116.49,77.15,5.7
24/04/2017,116.2790698,116.5,118.5,116.5,118,117.21,78.14,19.76
25/04/2017,119.047619,118,118,117,117.5,117.89,77.81,7.63
26/04/2017,116.2790698,117.5,118.2,117.1,118,117.99,78.14,9.77
27/04/2017,0.00 / 0.00%,118,120,117,118,117.96,78.14,21.83
28/04/2017,118.1102362,118.5,125.5,118.5,124,123.07,82.11,33.99
3/5/2017,123.4567901,125,126,122.2,125,124.98,82.78,22.96
4/5/2017,125,125.9,126,125,125.7,125.33,83.24,7.29
5/5/2017,125.5060729,125,125.1,122.3,122.6,123.74,81.19,9.47
8/5/2017,123.2876712,122.6,124,122,123.5,122.84,81.78,8.9
9/5/2017,125,123.5,124,122.5,123.1,123.09,81.52,3.24
10/5/2017,123.0769231,123.8,123.9,123.3,123.9,123.65,82.05,3.97
11/5/2017,125,124,125,123.8,124.5,124.14,82.45,5.94
12/5/2017,125,124.5,124.5,123,124,123.92,82.11,7.75
15/05/2017,124.0208877,103.2,107,103.2,105,105.81,84.12,17.35
16/05/2017,104.8951049,105.5,110,105.5,108,107.61,86.52,16.56
17/05/2017,0.00 / 0.00%,108.5,108.5,106.7,108,108.1,86.52,6.3
18/05/2017,107.5268817,102.6,108,102.6,107,104.88,85.72,11.89
19/05/2017,107.1428571,107,107,103.1,104,104.05,83.32,5.93
22/05/2017,104.1666667,105.7,105.7,104,105,105.12,84.12,9.18
23/05/2017,0.00 / 0.00%,104.7,105,104.4,105,104.65,84.12,26.24
24/05/2017,0.00 / 0.00%,104.1,105.5,104.1,105,104.93,84.12,22.84
25/05/2017,0.00 / 0.00%,106,107,105,105,105.27,84.12,30.44
26/05/2017,100,104,105.9,104,105.1,105.06,84.2,24.35
29/05/2017,105.2631579,106.8,107,103,106.9,106.74,85.64,21.78
30/05/2017,111.1111111,105,107,105,106.8,105.7,85.56,25.44
31/05/2017,106.918239,107,107,105.1,105.1,106.79,84.2,25.45
1/6/2017,100,105.1,106,105,105.2,105.11,84.28,27.44
2/6/2017,105.2631579,105,105.3,104.5,104.6,104.9,83.8,35.51
5/6/2017,105.2631579,104.6,104.6,104,104,104.31,83.32,30.68
6/6/2017,104.1666667,105,105,104,105,104.86,84.12,31.32
7/6/2017,0.00 / 0.00%,104,105,104,105,104.92,84.12,25.08
8/6/2017,105.2631579,105,107,104.8,107,106.55,85.72,27.33
9/6/2017,107.1428571,107,109,107,108.8,108.87,87.16,39.65
12/6/2017,0.00 / 0.00%,107,109,107,108.8,108.18,87.16,30.6
13/06/2017,111.1111111,109.2,109.2,108.5,108.9,108.65,87.24,42.79
14/06/2017,108.974359,109,112.3,109,112.3,109.4,89.97,50.14
15/06/2017,112.2302158,110,120.1,109.7,120.1,116.22,96.21,69.95
16/06/2017,120.0980392,125,128,125,125,127.12,100.14,63.54
19/06/2017,125,125,126,118.2,122,121.11,97.74,48.5
20/06/2017,121.4953271,125,125,123,123.3,123.94,98.78,61.87
21/06/2017,123.4567901,121.3,124,121.3,121.3,122.46,97.18,66.14
22/06/2017,0.00 / 0.00%,121.3,122,121,121.3,121.34,97.18,63.48
23/06/2017,120,120,121,120,121,120.32,96.94,76.59
26/06/2017,0.00 / 0.00%,121,121.1,120,121,121.01,96.94,50.11
27/06/2017,120.8791209,121,123.4,121,123.2,121.45,98.7,83.81
28/06/2017,122.6415094,125,125,123.4,124.5,124.74,99.74,57.55
29/06/2017,125,124,124.2,123,123.1,123.54,98.62,49.85
30/06/2017,122.9508197,124.8,124.8,123.1,124.6,124.27,99.82,15.04
3/7/2017,0.00 / 0.00%,121,125,121,124.6,122.87,99.82,6.56
4/7/2017,125,124.6,124.6,122,123.4,123.97,98.86,18.98
5/7/2017,122.4489796,123,124,122.8,124,123.43,99.34,24.8
6/7/2017,0.00 / 0.00%,124.1,124.1,123.8,124,123.98,99.34,20.31
7/7/2017,0.00 / 0.00%,123,124,123,124,123.39,99.34,1.24
10/7/2017,123.9669421,123.9,124.5,122.5,122.5,123.94,98.14,20.8
11/7/2017,121.9512195,123,123.4,122.7,123,122.92,98.54,19.85
12/7/2017,123.4567901,122.5,122.5,122,122,122.28,97.74,10.1
13/07/2017,121.2121212,122,122.8,121.6,122.8,121.75,98.38,4
14/07/2017,122.8813559,122.8,127,122,125.7,124.45,100.7,121.09
17/07/2017,125,126,126.7,126,126.4,126.37,101.26,17.82
18/07/2017,126.4822134,126.4,132.8,126.1,132.8,129.09,106.39,48.16
19/07/2017,132.7433628,132.8,135.8,132,135.8,133.71,108.79,48.05
20/07/2017,134.6153846,135.9,142,135.8,136.5,140.24,109.35,53.88
21/07/2017,136.4942529,131,136.5,127,127,128.84,101.74,176.42
24/07/2017,127.027027,127,127,121,122.3,122.64,97.98,15.77
25/07/2017,122.5490196,119,122,119,119.8,120.18,95.97,13.08
26/07/2017,120.6896552,119.8,123,119,120.5,120.59,96.53,18.84
27/07/2017,0.00 / 0.00%,125,125,120.5,120.5,122.58,96.53,6.51
28/07/2017,121.9512195,123.5,123.5,120,120,120.72,96.13,10.62
31/07/2017,0.00 / 0.00%,120,120,118.3,120,119.36,96.13,112.93
1/8/2017,120.4819277,122.9,122.9,119,119,119.1,95.33,34.66
2/8/2017,0.00 / 0.00%,120,120,118.5,119,119.48,95.33,59.21
3/8/2017,119.047619,119,122.5,119,121.5,121.66,97.34,79.85
4/8/2017,121.9512195,122,122,121,121,121.78,96.94,34.37
7/8/2017,120.9677419,120,120,119,119.5,119.82,95.73,33.57
8/8/2017,119.4029851,119.9,120.3,119,120.3,119.89,96.37,41.26
9/8/2017,120,119,120,118.2,120,119.87,96.13,63.46
10/8/2017,0.00 / 0.00%,120,120,119,120,119.93,96.13,46.41
11/8/2017,120,119,120,119,119.1,119.82,95.41,77.77
14/08/2017,118.4210526,118,120,118,120,119.04,96.13,71.45
15/08/2017,120,120,120,118,118.5,118.5,94.93,79.98
16/08/2017,118.1102362,119,120,118.5,120,119.58,96.13,64.99
17/08/2017,125,119.9,119.9,119.9,119.9,119.9,96.05,79.13
18/08/2017,125,119,120,118.2,120,118.68,96.13,92.76
21/08/2017,117.6470588,120,120,119,119.8,119.7,95.97,70.64
22/08/2017,125,119.8,119.8,118,119.7,118.42,95.89,80.48
23/08/2017,120.6896552,114.2,119,114.2,119,116.04,95.33,72.12
24/08/2017,119.047619,119,119,117.5,118,117.89,94.53,71.9
25/08/2017,0.00 / 0.00%,118,118,118,118,118,94.53,74.34
28/08/2017,117.6470588,117,118.5,117,117,117.1,93.73,83.33
29/08/2017,111.1111111,115.5,116.9,114.6,116.9,115.17,93.65,82.66
30/08/2017,0.00 / 0.00%,113.1,116.9,113.1,116.9,115.88,93.65,55.7
31/08/2017,0.00 / 0.00%,114.6,116.9,114.6,116.9,115.63,93.65,54.32
1/9/2017,116.8831169,116.2,116.2,114.7,116,115.11,92.93,57.31
5/9/2017,117.6470588,116.7,116.7,115,115.6,115.72,92.61,57.18
6/9/2017,115.3846154,115,115.6,113.1,115,113.94,92.13,66.34
7/9/2017,0.00 / 0.00%,114,115.9,113.1,115,114.78,92.13,59.21
8/9/2017,114.9425287,113,115,112.5,113,114.51,90.53,77.84
11/9/2017,111.1111111,114.1,115.7,113.2,113.2,114.03,90.69,126.25
12/9/2017,0.00 / 0.00%,115,115,113.2,113.2,113.25,90.69,85.84
13/09/2017,113.3333333,114,114.9,114,114.9,114.62,92.05,56.6
14/09/2017,111.1111111,115,115,114.5,115,114.77,92.13,59.28
15/09/2017,0.00 / 0.00%,114.5,115.2,114.3,115,114.88,92.13,57.83
18/09/2017,114.9425287,115.9,117.5,115.9,117,116.48,93.73,67.96
19/09/2017,117.6470588,117.2,117.3,117.1,117.2,117.2,93.89,57.93
20/09/2017,111.1111111,117.1,117.1,117.1,117.1,117.1,93.81,55.68
21/09/2017,111.1111111,117.3,117.4,116,117,117.37,93.73,58.03
22/09/2017,0.00 / 0.00%,116,117,112.1,117,116.2,93.73,164.69
25/09/2017,0.00 / 0.00%,117,117,116,117,116.97,93.73,58.95
26/09/2017,116.2790698,117,117,116.5,116.5,116.99,93.33,80.48
27/09/2017,116.2790698,117,117,116.5,117,116.68,93.73,144.87
28/09/2017,117.6470588,117,118.1,116.9,118,117.65,94.53,158.98
29/09/2017,117.6470588,118,118,116.1,117.8,117.48,94.37,136.14
2/10/2017,117.6470588,117.8,117.9,116.8,116.8,117.33,93.57,136.53
3/10/2017,116.4383562,115,116.1,115,115.1,115,92.21,136.7
4/10/2017,115.3846154,115,116,115,116,115.5,92.93,136.85
5/10/2017,116.2790698,117,117,116.5,117,116.67,93.73,136.18
6/10/2017,116.2790698,116,116.5,116,116.5,116.5,93.33,137.7
9/10/2017,0.00 / 0.00%,116.5,116.5,116.5,116.5,116.5,93.33,137.2
10/10/2017,115.3846154,116.5,116.9,116.5,116.8,116.59,93.57,118.88
11/10/2017,117.6470588,116,116.5,116,116.4,116.14,93.25,119.4
12/10/2017,116.5644172,115,116,114.5,114.5,115.09,91.73,121.43
13/10/2017,0.00 / 0.00%,114.5,114.5,114.3,114.5,114.45,91.73,116.1
16/10/2017,114.9425287,114.4,115.5,114.4,115.5,115.42,92.53,42.97
17/10/2017,116.2790698,115.5,115.5,114.5,115,114.95,92.13,109.7
18/10/2017,114.9425287,115,117.8,115,117,116.99,93.73,104.65
19/10/2017,116.2790698,116.5,116.5,116.5,116.5,116.5,93.33,101.58
20/10/2017,116.2790698,117.5,118,116.5,117.5,117.56,94.13,108.43
23/10/2017,117.4496644,118,122,118,121,120.54,96.94,135.63
24/10/2017,120.9677419,121,121,119,119.5,120.16,95.73,3.87
25/10/2017,119.047619,119,120,119,120,119.95,96.13,14.74
26/10/2017,120.4819277,119.9,119.9,117,119,118.66,95.33,7.77
27/10/2017,119.205298,117,117.2,117,117.2,117.1,93.89,2.59
30/10/2017,0.00 / 0.00%,117,117.2,117,117.2,117.07,93.89,410
31/10/2017,115.3846154,117,117.5,115,117.5,116.8,94.13,5.12
1/11/2017,117.6470588,118.5,119.9,117,119.9,119.34,96.05,11.17
2/11/2017,120,119.5,125,119.5,125,124.75,100.14,22.06
3/11/2017,125,122,132.5,118,132.5,132.45,106.15,934.26
6/11/2017,132.5648415,124,124.5,123.3,123.3,123.82,98.78,10.389.975
7/11/2017,123.1884058,123.3,125,118,125,122.35,100.14,16.646.034
8/11/2017,125,125,125,121,121,123.08,96.94,965.15
9/11/2017,0.00 / 0.00%,121,121,119.4,121,119.95,96.94,968.47
10/11/2017,121.2121212,115.3,124,115.3,123,121.38,98.54,21.63
13/11/2017,123.0769231,119,119,118,119,118.44,95.33,3.58
14/11/2017,119.047619,119,124,119,122,120.38,97.74,1.57
15/11/2017,121.9512195,122,122,120,121.5,121.62,97.34,740
16/11/2017,125,121.5,121.5,120,121.4,120.15,97.26,4.07
17/11/2017,125,121.4,121.4,120,121.3,120.32,97.18,1.87
20/11/2017,0.00 / 0.00%,119,122,119,121.3,121.55,97.18,1.81
21/11/2017,121.4953271,122,122,120,120,121.1,96.13,5.45
22/11/2017,120.6896552,120,120,119,119.3,119.43,95.57,4.05
23/11/2017,118.6440678,118.7,120,118.7,120,119.73,96.13,3.88
24/11/2017,120.4819277,119,121,119,121,119.23,96.94,8.69
27/11/2017,120.4819277,121,121,119.5,120,119.88,96.13,5.2
28/11/2017,0.00 / 0.00%,120,120,119,120,119.34,96.13,1.63
29/11/2017,119.760479,119,120,118,118,118.58,94.53,13.09
30/11/2017,118.1102362,118,119.5,109.8,119.5,116.14,95.73,10.4
1/12/2017,119.047619,119.8,119.8,115,119,115.92,95.33,29.46
4/12/2017,117.6470588,115,118.6,115,118.6,115.24,95.01,43.83
5/12/2017,118.4210526,118,118,115,115,115.31,92.13,17.5
6/12/2017,0.00 / 0.00%,117.5,117.5,115,115,115.36,92.13,6.9
7/12/2017,115.3846154,115,117.2,115,115.3,115.65,92.37,3.13
8/12/2017,114.7540984,116,116,115.1,116,115.38,92.93,650
11/12/2017,0.00 / 0.00%,116,116.4,115.5,116,115.63,92.93,5.95
12/12/2017,116.2790698,115.5,115.5,114.5,115.5,115.06,92.53,3.85
13/12/2017,0.00 / 0.00%,115.5,115.9,115.5,115.5,115.56,92.53,900
14/12/2017,116.2790698,115.5,116,115,116,115.43,92.93,1.88
15/12/2017,116.2790698,116,116.5,115.5,116.5,115.54,93.33,1.48
18/12/2017,116.2790698,118,121,116.5,119,118.3,95.33,167.48
19/12/2017,119.047619,119.1,120,118.5,118.5,119.37,94.93,160.81
20/12/2017,119.047619,115.5,119,115.5,119,117.14,95.33,159.25
21/12/2017,119.047619,119,119,116,117,116.62,93.73,165.76
22/12/2017,0.00 / 0.00%,115.6,117.9,115.6,117,116.12,93.73,163.74
25/12/2017,0.00 / 0.00%,116,117.4,116,117,116.6,93.73,6.46
26/12/2017,117.6470588,116,118,116,118,116.27,94.53,7.19
27/12/2017,118.3431953,118,118,116,116,116.04,94.53,6.36
28/12/2017,0.00 / 0.00%,116,116,116,116,116,94.53,2.35
29/12/2017,116.2790698,116,117,115.9,117,116.47,95.35,2.49
2/1/2018,117.6470588,116,117.4,116,117.4,116.67,95.67,60
3/1/2018,117.6470588,117.4,118,116,116,116.54,94.53,1.27
4/1/2018,111.1111111,116,117.9,115.5,115.9,115.76,94.45,4.06
5/1/2018,111.1111111,115.9,116.7,115.5,116,115.93,94.53,6.97
8/1/2018,111.1111111,116,116,115,115.9,115.73,94.45,610
9/1/2018,0.00 / 0.00%,115,115.9,114.8,115.9,114.89,94.45,3.56
10/1/2018,115.7024793,115.9,115.9,112,114.5,113.33,93.31,900
11/1/2018,0.00 / 0.00%,115,115,114.5,114.5,114.66,93.31,3.48
12/1/2018,114.7540984,114.5,116,114.5,115.9,115.44,94.45,2.85
15/01/2018,0.00 / 0.00%,116,116,115.5,115.9,115.85,94.45,40
16/01/2018,115.3846154,116,116,114.3,114.7,114.77,93.47,1.49
17/01/2018,111.1111111,114.8,114.8,114.7,114.8,114.78,93.55,720
18/01/2018,111.1111111,114.8,114.8,114.7,114.7,114.75,93.47,2.61
19/01/2018,113.6363636,114.7,114.7,114.2,114.2,114.29,93.07,2.94
22/01/2018,113.6363636,114,114,113.7,113.7,113.88,92.66,4.91
25/01/2018,113.6363636,113.7,115,111,112.2,113,91.44,7.69
26/01/2018,112.6760563,112.2,113,112,113,112.55,92.09,360
29/01/2018,113.6363636,113,114,111.7,114,113.74,92.9,6.04
30/01/2018,113.6363636,112.5,112.5,112.5,112.5,112.5,91.68,40
31/01/2018,113.6363636,113.5,114.9,112.7,113,113.77,92.09,1.38
1/2/2018,113.2075472,115,115,110,110,112.06,89.64,13.35
2/2/2018,109.8901099,111,114,111,114,112.5,92.9,1.48
5/2/2018,113.960114,114,114,107.1,110,112.44,89.64,3.86
6/2/2018,109.8265896,102.3,113.5,102.3,111.9,108.56,91.19,6.66
7/2/2018,111.8421053,117,117,117,117,117,95.35,10
8/2/2018,117.6470588,116,116,116,116,116,94.53,10
9/2/2018,116.0220994,108,113.9,107.9,113.9,108.33,92.82,600
12/2/2018,113.4020619,118,118,115,115,116.67,93.72,60
13/02/2018,114.9425287,116,116,116,116,116,94.53,20
21/02/2018,115.8301158,116.4,116.4,113,113,113.81,92.09,1.81
22/02/2018,113.6363636,114,114,114,114,114,92.9,300
23/02/2018,113.9240506,112,113,112,112.2,112.3,91.44,2.84
26/02/2018,113.2075472,111.5,113.6,111.5,111.6,112.14,90.95,5.27
27/02/2018,111.1111111,111.6,112,110,112,111.35,91.27,6.96
28/02/2018,111.1111111,114,114,112,112.5,112.15,91.68,5.02
1/3/2018,112.0689655,112.5,113.8,110.2,113.8,110.89,92.74,1.01
2/3/2018,113.9240506,113.8,113.8,111.5,112,113,91.27,1
5/3/2018,0.00 / 0.00%,112,112,112,112,112,91.27,0
6/3/2018,111.1111111,113,113,111.5,111.7,112.03,91.03,4.24
7/3/2018,112.0689655,111,113,111,113,111.49,92.09,870
8/3/2018,113.085622,113,113,106,106,110.38,86.38,19.18
9/3/2018,0.00 / 0.00%,108,108.5,106,106,107.4,86.38,18.64
12/3/2018,106.3829787,105.5,105.5,105.1,105.5,105.26,85.98,2.28
13/03/2018,105.4852321,105.5,108,105.5,108,105.93,88.01,3.37
14/03/2018,108.1081081,105.6,107.8,105.6,106,106.4,86.38,2.5
15/03/2018,0.00 / 0.00%,107,107,106,106,106.28,86.38,6.21
16/03/2018,0.00 / 0.00%,107,107,106,106,106.67,86.38,450
19/03/2018,106.6666667,105.1,105.9,105,105.2,105.63,85.73,3.55
20/03/2018,104.4776119,105.9,105.9,105.3,105.9,105.8,86.3,2.24
21/03/2018,105.7692308,105.2,108,105.2,107,107.18,87.2,21.32
22/03/2018,107.5268817,107,107,106,106,106.46,86.38,5.57
23/03/2018,111.1111111,105,106,104,105.9,104.59,86.3,8.28
26/03/2018,0.00 / 0.00%,104.2,105.9,104.2,105.9,105.43,86.3,4.79
27/03/2018,105.8823529,106,106,105,105,105.63,85.57,3.55
28/03/2018,105.2631579,105,105,103.5,104,104.13,84.75,8.95
29/03/2018,104.0723982,103.2,103.2,98,99.4,100.47,81,17.09
30/03/2018,100,101.9,104,98,99,100.57,80.68,17.63
2/4/2018,0.00 / 0.00%,102,102,98.8,99,99.04,80.68,14.63
3/4/2018,98.93992933,99,102,99,101.8,100,82.96,1.8
4/4/2018,101.6042781,100,100,99.9,99.9,100,81.41,4.47
5/4/2018,100,101,101,98.2,98.2,99,80.03,22.08
6/4/2018,0.00 / 0.00%,98.2,98.8,98,98.2,98.2,80.03,11.11
9/4/2018,100,98.2,100,97,98,98.29,79.86,15.81
10/4/2018,98.03921569,98,98,97,97,97.21,79.05,6.81
11/4/2018,96.77419355,96.2,98,95.2,95.2,95.86,77.58,6.76
12/4/2018,95.23809524,95.5,96,94.8,95,94.97,77.42,8.94
13/04/2018,0.00 / 0.00%,95,95,94,95,94.67,77.42,1.69
16/04/2018,95.23809524,94,96.7,94,95.8,95.65,78.07,1.38
17/04/2018,95.89041096,97,97,94.3,94.4,95.38,76.93,4.33
18/04/2018,94.51219512,94,94,91.2,91.3,92.33,74.4,15.91
19/04/2018,90.90909091,91.3,93,89,90.5,90.48,73.75,5.67
20/04/2018,90.22556391,90,90,88.1,89.3,89.12,72.77,3.77
23/04/2018,88.88888889,90.1,91,89.7,89.7,90.07,73.1,2.72
24/04/2018,89.74358974,88,89.5,88,88.3,88.57,71.96,700
26/04/2018,88.43537415,89.5,89.5,87,87,88.24,70.9,8.93
27/04/2018,87.3015873,88.3,88.3,88.1,88.1,88.2,71.8,980
2/5/2018,88,90.5,90.5,87,87,87.11,70.9,18.38
3/5/2018,87.07865169,87,87,82,83.9,83.03,68.37,6.01
4/5/2018,83.87096774,83,84,82,82.6,82.59,67.31,24.36
7/5/2018,82.84023669,82,82,81,81.2,81.48,66.17,16.58
8/5/2018,81.08108108,86,86.1,82,82.1,84.14,66.91,1.45
9/5/2018,83.33333333,82.1,82.3,81.6,82.2,82.06,66.99,5.24
10/5/2018,0.00 / 0.00%,82.2,82.4,82.2,82.2,82.38,66.99,2.27
11/5/2018,82.08955224,82.2,84.4,82.2,84.4,82.76,68.78,1.74
14/05/2018,85.10638298,84.5,84.5,84,84,84.25,68.45,1.04
15/05/2018,83.33333333,84.1,84.1,83,83.5,83.96,68.05,1.06
16/05/2018,83.33333333,84,84,82.4,82.4,83.2,67.15,1.47
17/05/2018,0.00 / 0.00%,84.5,85,82,82.4,82.16,67.15,2.13
18/05/2018,82.3699422,82.4,82.4,76.7,76.7,80.07,62.51,27.15
21/05/2018,76.75906183,79,81.5,78.9,80.3,79.51,65.44,1.22
22/05/2018,80.24691358,76.7,81.7,76.7,79,79.8,64.38,3.96
23/05/2018,0.00 / 0.00%,77,79,77,79,78.42,64.38,1.9
24/05/2018,78.94736842,81.8,81.8,79,79.6,79.59,64.87,4.36
25/05/2018,79.36507937,79.6,80.5,79.6,80.1,79.93,65.28,2.89
28/05/2018,83.33333333,80.9,80.9,80,80,80.25,65.19,4
29/05/2018,80,80,83,80,80.8,82.75,65.85,3.42
30/05/2018,80.86253369,82.5,86.4,82.5,83.8,84.31,68.29,1.02
31/05/2018,83.74384236,82.7,84,82.1,82.1,82.17,66.91,10.21
1/6/2018,83.33333333,86,87.8,82,82,83.59,66.82,26.99
4/6/2018,83.33333333,85,85,82.1,82.2,82.2,66.99,20.06
5/6/2018,83.33333333,85.5,85.5,82,82.5,82.77,67.23,12.07
6/6/2018,82.6446281,82.6,83.5,82.5,83.5,82.79,68.05,2.15
7/6/2018,83.57348703,84.9,88,83.5,86.4,85.82,70.41,14.88
8/6/2018,86.48648649,86.4,88,86.4,88,86.8,71.71,11.29
11/6/2018,0.00 / 0.00%,90,92.4,88,88,90.08,71.71,65.5
12/6/2018,86.95652174,88,88.6,87,88.2,87.86,71.88,20.6
13/06/2018,88.31908832,88.6,88.6,85.1,85.1,86.97,69.35,15.96
14/06/2018,85.02024291,85.2,85.4,83,83,84.45,68.44,17.04
15/06/2018,82.96943231,81,85.4,80.2,84.9,80.5,70.01,14.72
18/06/2018,84.90566038,83.3,85,79.5,79.5,81.1,65.56,10.58
19/06/2018,79.54545455,79.5,80,74,76,76.3,62.67,14.39
20/06/2018,75.91623037,77,79,77,78.9,77.48,65.06,11.59
21/06/2018,78.80434783,78.9,78.9,76,76,77.86,62.67,21
22/06/2018,75.94936709,76.1,78.7,76.1,77.8,76.86,64.16,3.76
25/06/2018,76.92307692,77.8,81,77,77.9,77.78,64.24,5.49
26/06/2018,78.43137255,79.5,79.5,78.3,78.3,78.9,64.57,350
27/06/2018,76.92307692,79.8,79.9,78.5,78.5,78.54,64.73,5.22
28/06/2018,78.43137255,79.5,79.7,78.8,78.9,79.65,65.06,1.72
29/06/2018,79.20792079,76.1,79.7,76.1,79.7,79.22,65.72,1.54
2/7/2018,79.83193277,79.8,79.8,76.5,77.8,78,64.16,9.5
3/7/2018,76.92307692,77.8,78.4,77.7,77.7,77.82,64.07,51.84
4/7/2018,76.92307692,78,78,77.5,78,77.94,64.32,16.59
5/7/2018,78.43137255,77.3,80,77.3,77.6,78.06,63.99,3.51
6/7/2018,77.54442649,77.4,77.4,72.7,72.8,74.05,60.03,92.53
9/7/2018,72.99270073,76.8,76.8,73.8,73.8,75.4,60.86,1.26
10/7/2018,74.07407407,73.8,75,73.2,74,74.06,61.02,3.74
11/7/2018,74.07407407,73.5,75.2,72.2,72.2,72.61,59.54,6.06
12/7/2018,72.07207207,73,73,72.2,73,72.8,60.2,2.98
13/07/2018,73.17073171,74.9,74.9,73.1,74.2,73.68,61.19,380
16/07/2018,74.21875,73.9,73.9,72,72.3,72.63,59.62,2.85
17/07/2018,72.28915663,72.3,73,72,72.9,72.73,60.11,770
18/07/2018,72.91666667,73.5,73.5,72.2,72.2,72.6,59.54,2.08
19/07/2018,71.42857143,72.2,74.5,72,72.5,72.22,59.79,4.32
20/07/2018,72.46376812,72.5,73.5,72.5,73.5,73.07,60.61,3.23
23/07/2018,73.17073171,73.1,74,73,73.8,73.01,60.86,2.89
24/07/2018,74.07407407,72,73.5,72,73,73.18,60.2,2.2
25/07/2018,74.07407407,73.7,74.8,73,73.2,73.85,60.36,5.89
26/07/2018,73.52941176,73.5,73.9,72.7,72.7,73.06,59.95,6.2
27/07/2018,72.62569832,73.9,74,73,74,73.67,61.02,13.37
30/07/2018,71.42857143,74,75,73.9,73.9,74.13,60.94,4.87
31/07/2018,74.07407407,74,75,73.9,74.5,74.09,61.43,9.57
1/8/2018,74.51923077,73,73,71,71.4,71.19,58.88,27
2/8/2018,71.42857143,72,72.5,71.4,72,71.79,59.37,3.9
3/8/2018,72.16494845,72.6,73.2,72.5,72.7,72.94,59.95,4.25
6/8/2018,71.42857143,72.8,73.4,72.8,72.9,73.02,60.11,4.41
7/8/2018,72.46376812,73,73,72.4,72.4,72.93,59.7,16.18
8/8/2018,72.22222222,72.5,72.9,71.1,71.1,72.1,58.63,13.12
9/8/2018,71.42857143,71,72,70.1,71.3,70.84,58.8,19.65
10/8/2018,71.42857143,71.5,71.5,70.6,71.2,71.23,58.71,11.47
13/08/2018,71.18644068,71.2,71.2,69,69.1,69.97,56.98,5.96
14/08/2018,69.76744186,70,70,69.1,69.4,69.54,57.23,16.02
